epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,19954.4,0.70857,1.13074,1.09609,0.75787,0.86341,0.863,0.76576,0.43702,0.50939,1.22183,0.0002476,0.0002476,0.0002476
78,20206.2,0.7145,1.12738,1.10396,0.6953,0.86054,0.83869,0.76075,0.42013,0.54639,1.23133,0.0002377,0.0002377,0.0002377
79,20458.1,0.71836,1.13526,1.10138,0.82266,0.8309,0.86921,0.79249,0.47366,0.5776,1.2762,0.0002278,0.0002278,0.0002278
80,20711,0.70753,1.11278,1.09446,0.79032,0.79906,0.86217,0.7432,0.52041,0.51317,1.30051,0.0002179,0.0002179,0.0002179
81,20963.2,0.69878,1.08978,1.08956,0.70719,0.86224,0.87913,0.78309,0.43378,0.5511,1.223,0.000208,0.000208,0.000208
82,21215.9,0.70485,1.11918,1.09913,0.71884,0.88978,0.88699,0.77629,0.45729,0.56272,1.23647,0.0001981,0.0001981,0.0001981
83,21467.6,0.68418,1.10387,1.08345,0.71102,0.86444,0.90353,0.77455,0.41543,0.55086,1.21769,0.0001882,0.0001882,0.0001882
84,21719.9,0.69524,1.09538,1.08371,0.77528,0.8612,0.86048,0.76468,0.39972,0.52361,1.20386,0.0001783,0.0001783,0.0001783
85,21972.7,0.70589,1.11771,1.10762,0.71483,0.89725,0.89687,0.7888,0.46333,0.52601,1.24001,0.0001684,0.0001684,0.0001684
86,22224.7,0.70127,1.08739,1.09649,0.86648,0.82998,0.88534,0.77518,0.46571,0.5758,1.2481,0.0001585,0.0001585,0.0001585
87,22477.3,0.70304,1.09577,1.0853,0.75571,0.8309,0.8469,0.75576,0.44425,0.55237,1.23089,0.0001486,0.0001486,0.0001486
88,22731.9,0.70116,1.09057,1.09116,0.76996,0.80223,0.85471,0.73637,0.43195,0.60975,1.22559,0.0001387,0.0001387,0.0001387
89,22984.7,0.68348,1.04462,1.0825,0.77326,0.8366,0.84569,0.74295,0.46634,0.59161,1.22856,0.0001288,0.0001288,0.0001288
90,23242.6,0.68466,1.05924,1.08618,0.77427,0.8321,0.86508,0.75873,0.41557,0.57497,1.21605,0.0001189,0.0001189,0.0001189
91,23525.4,0.75072,0.97377,1.21022,0.79968,0.8195,0.86897,0.75264,0.42314,0.52576,1.20915,0.000109,0.000109,0.000109
92,23807.9,0.72385,0.88706,1.19459,0.82799,0.83121,0.85297,0.73154,0.4144,0.47254,1.2089,9.91e-05,9.91e-05,9.91e-05
93,24089.8,0.66425,0.81037,1.13877,0.82496,0.86156,0.86045,0.80159,0.38803,0.45514,1.20012,8.92e-05,8.92e-05,8.92e-05
94,24376.6,0.66977,0.78838,1.13046,0.82188,0.82824,0.87403,0.81048,0.36735,0.47068,1.18427,7.93e-05,7.93e-05,7.93e-05
95,24660.6,0.65378,0.77554,1.12931,0.81593,0.82315,0.84962,0.79314,0.39154,0.49416,1.20249,6.94e-05,6.94e-05,6.94e-05
96,24943.1,0.68197,0.7927,1.15052,0.85636,0.82652,0.86703,0.79124,0.39316,0.45946,1.19502,5.95e-05,5.95e-05,5.95e-05
97,25225.6,0.65037,0.7592,1.13433,0.84736,0.82613,0.85842,0.81189,0.35467,0.45417,1.18046,4.96e-05,4.96e-05,4.96e-05
98,25508.5,0.62296,0.73334,1.11461,0.82346,0.86156,0.85821,0.81124,0.38274,0.41843,1.18991,3.97e-05,3.97e-05,3.97e-05
99,25790.2,0.62894,0.72303,1.11791,0.81406,0.86198,0.88128,0.8059,0.37463,0.41766,1.18917,2.98e-05,2.98e-05,2.98e-05
100,26072.8,0.63099,0.7506,1.11088,0.8547,0.85249,0.87937,0.81355,0.34796,0.40725,1.17485,1.99e-05,1.99e-05,1.99e-05
